Title,Manufacturer,Author,Qualifier,Year,ModelNo,Rarity,CartType,MachineType,LController,RController,MD5,HelpUri
11 Sprite Demo (Piero Cavina),,Piero Cavina,Homebrew,,,,,A2600NTSC,,,0685bd0bcb975ceef7041749a5454a48,
128-in-1 Junior Console (Chip 1) (64K),,,,,,,,A2600PAL,,,1862fca4f98e66f363308b859b5863af,
128-in-1 Junior Console (Chip 2) (64K),,,,,,,,A2600PAL,,,715dd9e0240638d441a3add49316c018,
128-in-1 Junior Console (Chip 3) (64K),,,,,,,,A2600PAL,,,0d6b974fe58a1bdd453600401c407856,
128-in-1 Junior Console (Chip 4) (64K),,,,,,,,A2600PAL,,,7f525b07bc98080cc8950f7284e52ede,
2 Pak Special - Dolphin - Pigs 'N' Wolf,HES,,,1990,,,,A2600PAL,,,8c8a26ed57870daba8e13162d497bad1,
2 Pak Special Black - Challenge - Surfing,HES,,,,,,,A2600PAL,,,fd7464edaa8cc264b97ba0d13e7f0678,
2 Pak Special Dark Blue - Planet Patrol - Wall Defender,HES,,,1990,,,,A2600PAL,,,72fd08deed1d6195942e0c6f392e9848,
2 Pak Special Green - Hoppy - Alien Force,HES,,,,,,,A2600PAL,,,ab434f4c942d6472e75d5490cc4dd128,
2 Pak Special Green - Hoppy - Alien Force,HES,,,,,,,A2600PAL,,,5b9c2e0012fbfd29efd3306359bbfc4a,
2 Pak Special Magenta - CaveBlast -City War,HES,,,1992,,,,A2600PAL,,,7f430c33044e0354815392b53a9a772d,
2 Pak Special Yellow - Star Warrior - Frogger,HES,,,1990,,,,A2600PAL,,,02a5fc90a0d183f870e8eebac1f16591,
2 Pak Special Yellow - Star Warrior - Frogger,HES,,,1990,,,,A2600PAL,,,4d2cef8f19cafeec72d142e34a1bbc03,
20 Sprites at Once Demo 1,,,,,,,,A2600NTSC,,,fa529ec88eca679f6d5fd0ccb2120e46,
20 Sprites at Once Demo 2,,,,,,,,A2600NTSC,,,7a93d0c029eaa72236523eedc3f19645,
20 Sprites at Once Demo 3,,,,,,,,A2600NTSC,,,6c449db9bbbd90972ad1932d6af87330,
20 Sprites at Once Demo 4,,,,,,,,A2600NTSC,,,bfa58198c6b9cd8062ee76a2b38e9b33,
20 Sprites at Once Demo 5,,,,,,,,A2600NTSC,,,d2d8c4f1ea7f347c8bcc7d24f45aa338,
2600 Collison Demo 1,,,,,,,,A2600NTSC,,,ad2e6bfb3b9b9b36ba8bf493ce764c49,
2600 Collison Demo 2,,,,,,,,A2600NTSC,,,777aece98d7373998ffb8bc0b5eff1a2,
2600 Digital Clock (Demo 1),,,,,,,,A2600NTSC,,,eada0dd61ce13f8317de774dc1e68604,
2600 Digital Clock (Demo 2),,,,,,,,A2600NTSC,,,3e5ca1afaa27c5da3c54c9942fec528b,
2600 Digital Clock (Demo 3),,,,,,,,A2600NTSC,,,f6efa00ae99aaf33e427b674bcfd834d,
2600 Digital Clock (V b1),,,,,,,,A2600NTSC,,,75e8d8b9e9c5c67c2226dbfd77dcfa7d,
2600 Digital Clock (V b2),,,,,,,,A2600NTSC,,,5e99aa93d0acc741dcda8752c4e813ce,
2600 Digital Clock (V x.xx),,,,,,,,A2600NTSC,,,62ffd175cac3f781ef6e4870136a2520,
2600 Digital Clock (V x.xx),,,,,,,,A2600NTSC,,,4faeb04b1b7fb0fa25db05753182a898,
2-in-1 - Freeway and Tennis,,,,,,,,A2600NTSC,,,94e3fbc19107a169909e274187247a9d,
2-in-1 - Frostbite and River Raid,,,,,,,,A2600NTSC,,,9c40bf810f761ffc9c1b69c4647a8b84,
2Pak Black - Challenge - Surfing,HES,,,,,,,A2600PAL,,,7732e4e4cc2644f163d6650ddcc9d9df,
32-in-1,Atari,,,,CX26163P,,M32N12K,A2600PAL,,,291bcdb05f2b37cdf9452d2bf08e0321,http://www.atariage.com/manual_html_page.html?SoftwareLabelID=899
3D Asteroids,Atari,,Prototype,,,,,A7800NTSC,,,4332c24e4f3bc72e7fe1b77adf66c2b7,
3-D Tic-Tac-Toe,Atari,Carol Shaw,,1978,CX2618,Uncommon,,A2600NTSC,,,0db4f4150fecf77e4ce72ca4d04c052f,http://www.atariage.com/manual_thumbs.html?SoftwareID=798
3-D Tic-Tac-Toe,Atari,Carol Shaw,,1978,CX2618,Uncommon,,A2600NTSC,,,f3213a8a702b0646d2eaf9ee0722b51c,http://www.atariage.com/manual_thumbs.html?SoftwareID=798
3-D Tic-Tac-Toe,Atari,Carol Shaw,,1978,CX2618,Uncommon,,A2600PAL,,,e3600be9eb98146adafdc12d91323d0f,http://www.atariage.com/manual_thumbs.html?SoftwareID=798
3-D Tic-Tac-Toe,Atari,Carol Shaw,,1978,,,,A2600PAL,,,402b1ca3c230a60fb279d4a2a10fa677,http://www.atariage.com/manual_thumbs.html?SoftwareID=798
3-D Tic-Tac-Toe (32-in-1),Atari,Carol Shaw,,,,,,A2600PAL,,,7b5207e68ee85b16998bea861987c690,http://www.atariage.com/manual_thumbs.html?SoftwareID=798
4 Pak (Dark Green),,,,,,,,A2600PAL,,,703f0f7af350b0fa29dfe5fbf45d0d75,
4 Pak (Light Green),,,,,,,,A2600NTSC,,,31bb9b8ceed46cb3e506777a9e65f3ce,
Ace of Aces,Atari,,,1988,CX7846,Common,A78SG,A7800NTSC,,,0be996d25144966d5541c9eb4919b289,http://www.atariage.com/manual_thumbs.html?SoftwareID=2116
Ace of Aces,Atari,,,1988,CX7846,Common,A78SG,A7800PAL,,,aadde920b3aaba03bc10b40bd0619c94,http://www.atariage.com/manual_thumbs.html?SoftwareID=2116
Acid Drop,,Thomas Jentzsch,Hack,,,,A16K,A2600NTSC,,,09274c3fc1c43bf1e362fda436651fd8,
Acid Drop,Salu,Dennis M. Kiss,,1992,,Extremely Rare,A16K,A2600PAL,,,17ee23e5da931be82f733917adcb6386,
Acid Drop (non-working 8K single bank dump),Salu,,,,,Extremely Rare,A16K,A2600PAL,,,5f17fef8a64d64d119f8e76c50238762,
Action Force - Action Man,Parker Bros,,,1983,,,,A2600PAL,Paddles,Paddles,d573089534ca596e64efef474be7b6bc,
Action Force - Action Man,Parker Bros,,,1983,,,,A2600PAL,Paddles,Paddles,b9f6fa399b8cd386c235983ec45e4355,
Adventure,Atari,Warren Robinett,,1978,CX2613,Common,,A2600NTSC,,,157bddb7192754a45372be196797f284,http://www.atariage.com/manual_thumbs.html?SystemID=2600&SoftwareID=802&ItemTypeID=MANUAL
Adventure,Atari,Warren Robinett,,1978,CX2613,Common,,A2600PAL,,,4b27f5397c442d25f0c418ccdacf1926,http://www.atariage.com/manual_thumbs.html?SystemID=2600&SoftwareID=802&ItemTypeID=MANUAL
Adventure34,Atari,Kurt Howe,Hack,,,,,A2600NTSC,,,171cd6b55267573e6a9c2921fb720794,http://www.atariage.com/manual_thumbs.html?SystemID=2600&SoftwareID=802&ItemTypeID=MANUAL
Adventures of Tron,Mattel,,,1983,MT4317,Uncommon,,A2600NTSC,,,ca4f8c5b4d6fb9d608bb96bc7ebd26c7,
Adventures on GX-12,Telegames,,,,,,,A2600PAL,,,06cfd57f0559f38b9293adae9128ff88,
Air Raid,MenAvision,,,,C-817,Extremely Rare,,A2600NTSC,,,35be55426c1fec32dfb503b4f0651572,
Air Raiders,Mattel,,,1982,MT5861,,,A2600NTSC,,,a9cb638cd2cb2e8e0643d7a67db4281c,
Air Raiders,Mattel,,,,MT5861,,,A2600PAL,,,cf3a9ada2692bb42f81192897752b912,
Airlock,Data Age,,,1982,DA 1004,Common,,A2600NTSC,,,4d77f291dca1518d7d8e47838695f54b,
Air-Sea Battle,Atari,Larry Kaplan,,1977,CX2602,Uncommon,,A2600NTSC,,,16cb43492987d2f32b423817cdaaf7c4,http://www.atariage.com/manual_thumbs.html?SoftwareID=808
Air-Sea Battle,Atari,Larry Kaplan,,1977,CX2602,Uncommon,,A2600NTSC,,,1d1d2603ec139867c1d1f5ddf83093f1,http://www.atariage.com/manual_thumbs.html?SoftwareID=808
Air-Sea Battle,Atari,Larry Kaplan,,1977,,,,A2600NTSC,,,98e5e4d5c4dd9a986d30fd62bd2f75ae,http://www.atariage.com/manual_thumbs.html?SoftwareID=808
Air-Sea Battle,Atari,Larry Kaplan,,1977,CX2602,Uncommon,,A2600PAL,,,0c7926d660f903a2d6910c254660c32c,http://www.atariage.com/manual_thumbs.html?SoftwareID=808
Air-Sea Battle,Atari,Larry Kaplan,,1977,,,,A2600PAL,,,e5fcc62e1d73706be7b895e887e90f84,http://www.atariage.com/manual_thumbs.html?SoftwareID=808
Air-Sea Battle (32-in-1),Atari,Larry Kaplan,,,,,,A2600PAL,,,8aad33da907bed78b76b87fceaa838c1,http://www.atariage.com/manual_thumbs.html?SoftwareID=808
Alice's Abenteuer,Starsoft,,,,,,,A2600PAL,,,d0cdafcb000b9ae04ac465f17788ad11,
Alien,20th Century Fox,,,1982,11006,Rare,,A2600NTSC,,,f1a0a23e6464d954e3a9579c4ccd01c8,
Alien,CCE,,,,,,,A2600NTSC,,,956496f81775de0b69a116a0d1ad41cc,
Alien Brigade,Atari,Ken Grant,,1989,CX7855,Rare,A78S9,A7800NTSC,,,877dcc97a775ed55081864b2dbf5f1e2,http://www.atariage.com/manual_thumbs.html?SoftwareID=2164
Alien Brigade,Atari,Ken Grant,,1989,CX7855,Rare,A78S9,A7800PAL,,,de3e9496cb7341f865f27e5a72c7f2f5,http://www.atariage.com/manual_thumbs.html?SoftwareID=2164
Alien Invaders Plus,,,Hack,,,,,A2600NTSC,,,4d6cfb7da66c8d9327b3ccdce9852509,
Alien's Return,ITT Family Games,,,,554-33391,Extremely Rare,,A2600PAL,,,103f1756d9dc0dd2b16b53ad0f0f1859,
Alpha Beam with Ernie,Atari,,,1983,CX26103,Rare,,A2600NTSC,Keypad,Keypad,9e01f7f95cb8596765e03b9a36e8e33c,
Alpha Beam with Ernie,Atari,,,1983,CX26103,Rare,,A2600PAL,Keypad,Keypad,f2d40c70cf3e1d03bc112796315888d9,
Amanda Invaders,,,,,,,,A2600NTSC,,,26bc2bdf447a17376aea7ef187ff6e44,
Amanda Invaders,,,,,,,,A2600NTSC,,,51f15b39d9f502c2361b6ba6a73464d4,
Amidar,Parker Bros,,,1983,PB5310,Uncommon,,A2600NTSC,,,acb7750b4d0c4bd34969802a7deb2990,
Amidar,Parker Bros,,,1983,PB5310,Uncommon,,A2600PAL,,,056f5d886a4e7e6fdd83650554997d0d,
Angling,Ariola,,,,,,,A2600PAL,,,6672de8f82c4f7b8f7f1ef8b6b4f614d,
Angriff der Luftflotten (a.k.a. Paris Attack),Starsoft,,,,,,,A2600PAL,,,adf1afac3bdd7b36d2eda5949f1a0fa3,
Apples and Dolls,CCE,,,,,,,A2600NTSC,,,e73838c43040bcbc83e4204a3e72eef4,
Aquaventure,Atari,,,,,Unbelievably Rare,A8K,A2600NTSC,,,038e1e79c3d4410defde4bfe0b99cc32,
Aquaventure,CCE,,,,,,A8K,A2600NTSC,,,f69d4fcf76942fcd9bdf3fd8fde790fb,
Arkanoid (0911),,,Homebrew,2011,,,A7832P,A7800NTSC,,,0a9e58ef5eb9ff93246e0fff684dc7f1,
Armor Ambush,Mattel,,,1982,MT5661,Common,,A2600NTSC,,,a7b584937911d60c120677fe0d47f36f,
Armor Ambush,Telegames,,,1982,,,,A2600PAL,,,d0af33865512e9b6900714c26db5fa23,
Artillery Duel,Xonox,,,1983,99004,Extremely Rare,,A2600NTSC,,,c77c35a6fc3c0f12bf9e8bae48cba54b,
Artillery Duel,Xonox,,,1983,99004,Extremely Rare,,A2600NTSC,,,3f039981255691d3859d04ef813a1264,
Artillery Duel,Xonox,,,1983,,,,A2600PAL,,,589c73bbcd77db798cb92a992b4c06c3,
Assault,Bomb,,,,CA281,Extremely Rare,,A2600NTSC,,,de78b3a064d374390ac0710f95edde92,
Aster Hawk,,Charles Morgan,Hack,,,,A8K,A2600NTSC,,,327468d6c19697e65ab702f06502c7ed,
Asterix,Atari,,Prototype,,CX2696,Extremely Rare,,A2600NTSC,,,89a68746eff7f266bbf08de2483abe55,
Asterix,Atari,,,1988,CX2696,Extremely Rare,,A2600PAL,,,faebcb2ef1f3831b2fc1dbd39d36517c,
Asterix,Atari,,,1988,CX2696,Extremely Rare,,A2600PAL,,,c5c7cc66febf2d4e743b4459de7ed868,
Asteroids,,Scott Stilphen,Hack,,,,A8K,A2600NTSC,,,8df4be9ddc54ac363b13dc57ceaf161a,http://www.atariage.com/manual_html_page.html?SoftwareID=828
Asteroids,Atari,Brad Stewart,,1981,CX2649,Common,A8K,A2600NTSC,,,b227175699e372b8fe10ce243ad6dda5,http://www.atariage.com/manual_html_page.html?SoftwareID=828
Asteroids,Atari,Brad Stewart,,1981,CX2649,Common,A8K,A2600NTSC,,,ccbd36746ed4525821a8083b0d6d2c2c,http://www.atariage.com/manual_html_page.html?SoftwareID=828
Asteroids,Atari,Brad Stewart,,1981,CX2649,Common,A8K,A2600PAL,,,8cf0d333bbe85b9549b1e6b1e2390b8d,http://www.atariage.com/manual_html_page.html?SoftwareID=828
Asteroids,Atari,,,1984,CX7802,Common,,A7800NTSC,,,07342c78619ba6ffcc61c10e907e3b50,http://www.atariage.com/manual_thumbs.html?SoftwareID=2117
Asteroids (Vector),,Franklin Cruz,,,,,A8K,A2600NTSC,,,df40af244a8d68b492bfba9e97dea4d6,
Asteroids DC+,,Thomas Jentzsch,Hack,,,,A8K,A2600NTSC,Driving,Driving,2dbdca3058035d2b40c734dcf06a86d9,http://www.atariage.com/manual_html_page.html?SoftwareID=828
Asteroids Deluxe,,Bob DeCrescenzo,Hack,2007,,,,A7800NTSC,,,f9fb84658c5586df159a0c75cc46b54c,http://www.atariage.com/software_page.html?SoftwareLabelID=2771
Asteroids Deluxe,,Bob DeCrescenzo,Homebrew,2007,,,A7832,A7800NTSC,,,a65f79ad4a0bbdecd59d5f7eb3623fd7,http://www.atariage.com/software_page.html?SoftwareLabelID=2771
Asteroids Deluxe,,Bob DeCrescenzo,Homebrew,2007,,,A7832,A7800PAL,,,1baf41de200f26ec643625021290bec2,http://www.atariage.com/software_page.html?SoftwareLabelID=2771
Astroblast,Mattel,,,1982,MT5666,Uncommon,,A2600NTSC,,,170e7589a48739cfb9cc782cbb0fe25a,
Astroblast,Mattel,,,1982,MT5666,Uncommon,,A2600NTSC,,,75169c08b56e4e6c36681e599c4d8cc5,
Astrowar,Starsoft,,,,SM8002,Unbelievably Rare,,A2600NTSC,,,8f53a3b925f0fd961d9b8c4d46ee6755,
Atari 2600 Invaders,,,Hack,,,,,A2600NTSC,,,a4aa7630e4c0ad7ebb9837d2d81de801,
Atari Invaders,,,Hack,,,,,A2600NTSC,,,d0a379946ed77b1b126230ca68461333,
Atari Logo Demo,,,,,,,,A2600PAL,,,d61629bbbe035f45552e31cef7d591b2,
Atari Logo Demo 1,,,,,,,,A2600NTSC,,,e932f44fad2a66b6d5faec9addec208e,
Atari Logo Demo 2,,,,,,,,A2600NTSC,,,13d8326bf5648db4dafce45d25e62ddd,
Atari Logo Demo 3,,,,,,,,A2600NTSC,,,3e49da621193d2611a4ea152d5d5ca3a,
Atari Logo Demo 5,,,,,,,,A2600NTSC,,,42e0ec5ab8f5deba53e4169ff2a5efbe,
Atari Logo Demo 6,,,,,,,,A2600NTSC,,,9526e3db3bdfbc27989a9cbfd0ee34bf,
Atari Video Cube,Atari,,,1982,CX2670,Rare,,A2600NTSC,,,3f540a30fdee0b20aed7288e4a5ea528,
A-Team,Atari,,Prototype,,CX26133,,,A2600NTSC,,,c00734a2233ef683d9b6e622ac97a5c8,
A-Team,Atari,Manuel Polik & Fabrizio Zavagli,Prototype,,,,,A2600NTSC,,,2cefa695df2ed020899a7df7bb1e3a95,
A-Team,Atari,Manuel Polik & Fabrizio Zavagli,Prototype,,,,,A2600PAL,,,dafc3945677ccc322ce323d1e9930beb,
A-Team,Atari,Manuel Polik & Fabrizio Zavagli,Prototype,,,,,A2600PAL,,,c02e1afa0671e438fd526055c556d231,
Atlantis,CCE,,,,,,,A2600NTSC,,,0b33252b680b65001e91a411e56e72e9,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis,Imagic,Dennis Koble,,1982,IA3203,Uncommon,,A2600NTSC,,,9ad36e699ef6f45d9eb6c4cf90475c9f,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis,Imagic,Dennis Koble,,1982,IA3203,Uncommon,,A2600NTSC,,,acb962473185d7a652f90ed6591ae13b,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis,Imagic,Dennis Koble,,,,,,A2600NTSC,,,cb8afcbc4a779b588b0428ea7af211d5,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis,Imagic,Dennis Koble,,,,,,A2600NTSC,,,60345ae60f7c7010346de7aff9bfe6ea,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis,Imagic,Dennis Koble,,1982,IA3203,Uncommon,,A2600PAL,,,3d2367b2b09c28f1659c082bb46a7334,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis,Imagic,Dennis Koble,,1982,,,,A2600PAL,,,c4bbbb0c8fe203cbd3be2e318e55bcc0,http://www.atariage.com/manual_html_page.html?SoftwareID=2457
Atlantis II,Imagic,,,1982,,,,A2600NTSC,,,826481f6fc53ea47c9f272f7050eedf7,
Attack Of The Mutant Space Urchins,,Barry Laws Jr.,Hack,,,,,A2600NTSC,,,a7cf2b9afdbb3a161bf418dbcf0321dc,
Aufruhr im Zoo,Starsoft,,,,,,,A2600PAL,,,0fcff6fe3b0769ad5d0cf82814d2a6d9,
Autorennen (a.k.a. Grand Prix),Ariola,,,,,,,A2600PAL,,,b4f87ce75f7329c18301a2505fe59cd3,
b*nQ,,Ken Siders,Homebrew,2007,,,,A7800NTSC,,,ce6fbdc7b037a4efdaf87267f5f292cc,http://www.atariage.com/software_page.html?SoftwareID=4105
Bachelor Party,Mystique,,,,1002,Extremely Rare,,A2600NTSC,Paddles,Paddles,5b124850de9eea66781a50b2e9837000,
Bachelorette Party,Playaround,,,,1004,Extremely Rare,,A2600NTSC,Paddles,Paddles,274d17ccd825ef9c728d68394b4569d2,
Backgammon,Atari,Craig Nelson,,1978,CX2617,Extremely Rare,,A2600NTSC,Paddles,Paddles,8556b42aa05f94bc29ff39c39b11bff4,http://www.atariage.com/manual_thumbs.html?SoftwareID=842
Backgammon,Atari,Craig Nelson,,1978,CX2617,Extremely Rare,,A2600PAL,Paddles,Paddles,85b1bca93e69f13905107cc802a02470,http://www.atariage.com/manual_thumbs.html?SoftwareID=842
Ballblazer,Atari,,,1987,CX7815,Common,A7832P,A7800NTSC,,,8fc3a695eaea3984912d98ed4a543376,http://www.atariage.com/manual_thumbs.html?SoftwareID=2118
Ballblazer,Atari,,,1987,CX7815,Common,A7832P,A7800PAL,,,b558814d54904ce0582e2f6a801d03af,http://www.atariage.com/manual_thumbs.html?SoftwareID=2118
Bank Heist,20th Century Fox,,,1983,11012,Rare,,A2600NTSC,,,00ce0bdd43aed84a983bef38fe7f5ee3,
Bank Heist (w Skull Island Label),20th Century Fox,,,,11012,Rare,,A2600PAL,,,e9c71f8cdba6037521c9a3c70819d171,
Barber Pole Demo,,,,,,,,A2600NTSC,,,73a710e621d44e97039d640071908aef,
Barnstorming,Activision,Steve Cartwright,,1982,AX-013,Uncommon,,A2600NTSC,,,f8240e62d8c0a64a61e19388414e3104,http://www.atariage.com/manual_thumbs.html?SoftwareID=846
Barnstorming,Activision,Steve Cartwright,,1982,AX-013,Uncommon,,A2600NTSC,,,a29fc854838e08c247553a7d883dd65b,http://www.atariage.com/manual_thumbs.html?SoftwareID=846
Barnstorming,Activision,Steve Cartwright,,1982,AX-013,Uncommon,,A2600PAL,,,9ad362179c2eea4ea115c7640b4b003e,http://www.atariage.com/manual_thumbs.html?SoftwareID=846
Barnstorming,CCE,Steve Cartwright,,,,,,A2600NTSC,,,5ae73916fa1da8d38ceff674fa25a78a,http://www.atariage.com/manual_thumbs.html?SoftwareID=846
Barnyard Blaster,Atari,,,1988,,Common,A78SG,A7800NTSC,Lightgun,Lightgun,42682415906c21c6af80e4198403ffda,http://www.atariage.com/manual_thumbs.html?SoftwareID=2119
Barnyard Blaster,Atari,,,1988,,Common,A78SG,A7800PAL,Lightgun,Lightgun,babe2bc2976688bafb8b23c192658126,
Bars and Text Demo,,,,,,,,A2600NTSC,,,dcec46a98f45b193f07239611eb878c2,
Bars and Text Demo 2,,,,,,,,A2600NTSC,,,d7891b0faa4c7f764482762d0ed427a5,
Bars and Text Demo 3,,,,,,,,A2600NTSC,,,600d48eef5c0ec27db554b7328b3251c,
Base Attack (a.k.a. Z-Tack -Laser-Loop -Sky Scrapper),HomeVision,,,,,,,A2600PAL,,,d6dc9b4508da407e2437bfa4de53d1b2,
Basic Programming,Atari,Warren Robinett,,1978,CX262,Rare,,A2600NTSC,Keypad,Keypad,9f48eeb47836cf145a15771775f0767a,http://www.atariage.com/manual_html_page.html?SoftwareID=852
Basic Programming,Atari,Warren Robinett,,1978,CX2624,Common,,A2600PAL,Keypad,Keypad,b061e98a4c854a672aadefa233236e51,http://www.atariage.com/manual_html_page.html?SoftwareID=852
Basketball,Atari,Alan Miller,,1978,CX2624,Common,,A2600NTSC,,,ab4ac994865fb16ebb85738316309457,http://www.atariage.com/manual_thumbs.html?SoftwareID=854
Basketball,Atari,Alan Miller,,1978,CX2624,Common,,A2600NTSC,,,e13c7627b2e136b9c449d9e8925b4547,http://www.atariage.com/manual_thumbs.html?SoftwareID=854
Basketball,Atari,Alan Miller,,1978,CX2624,Common,,A2600PAL,,,218c0fe53dfaaa37f3c823f66eafd3fc,http://www.atariage.com/manual_thumbs.html?SoftwareID=854
Basketball (32-in-1),Atari,,,,,,,A2600PAL,,,1228c01cd3c4b9c477540c5adb306d2a,http://www.atariage.com/manual_thumbs.html?SoftwareID=854
Basketbrawl,Atari,,,1990,CX7880,Rare,A78SG,A7800NTSC,,,f5f6b69c5eb4b55fc163158d1a6b423e,http://www.atariage.com/manual_thumbs.html?SoftwareID=2165
Basketbrawl,Atari,,,1990,CX7880,Rare,A78SG,A7800PAL,,,fba002089fcfa176454ab507e0eb76cb,http://www.atariage.com/manual_thumbs.html?SoftwareID=2165
Battle For Naboo,Imagic,Josh,Hack,,,,,A2600NTSC,,,5c0227ad63300670a647fcebf595ea37,
Battlezone,Atari,,,1983,CX2681,Uncommon,A8K,A2600NTSC,,,41f252a66c6301f1e8ab3612c19bc5d4,
Battlezone,Atari,,,1983,CX2681,Uncommon,A8K,A2600PAL,,,fbe554aa8f759226d251ba6b64a9cce4,
Battlezone TC,,Thomas Jentzsch,Hack,,,,A16K,A2600NTSC,,,6015a9cef783e97e98a2aa2cf070ae06,
Beamrider,Activision,Dave Rolfe,,1983,AZ-037-04,Rare,,A2600NTSC,,,79ab4123a83dc11d468fb2108ea09e2e,
Beamrider,Activision,Dave Rolfe,,1983,AZ-037-04,Rare,,A2600NTSC,,,3604e725e81dd0abede07fd1c82eb058,
Beamrider,Activision,Dave Rolfe,,1983,AZ-037-04,Rare,,A2600PAL,,,fec0c2e2ab0588ed20c750b58cf3baa3,
Beanie Baby Bash,Inky,,Hack,,,,,A2600NTSC,,,f4204fc92d17ed4cb567c40361ad58f1,
Beany Bopper,20th Century Fox,,,1982,11002,Rare,,A2600NTSC,,,d0b9df57bfea66378c0418ec68cfe37f,
Beany Bopper,CCE,,,,,,,A2600NTSC,,,6a9e0c72fab92df70084eccd9061fdbd,
Beast Invaders,,Jeff 'Yak' Minter,Hack,,,,,A2600NTSC,,,235436ab0832370e73677c9c6f0c8b06,
Beat 'Em and Eat 'Em,Mystique,,,,1003,Extremely Rare,,A2600NTSC,Paddles,Paddles,59e96de9628e8373d1c685f5e57dcf10,
Beef Drop,,Ken Siders,Homebrew,2006,,,,A7800NTSC,,,c534db0a062225b17cfb8ecce0fb9090,http://www.atariage.com/software_page.html?SoftwareLabelID=2782
Bentley Bear - Crystal Quest,,Bob DeCrescenzo,Homebrew,2012,,,A78S9,A7800NTSC,,,6da5b1b9fa0001e3517f6084ff651b07
Berenstain Bears,Coleco,,,1982,2658,Unbelievably Rare,A8K,A2600NTSC,,,ee6665683ebdb539e89ba620981cb0f6,
Bermuda,,,,,SS-009,Extremely Rare,,A2600PAL,,,073d7aff37b7601431e4f742c36c0dc1,
Bermuda,Rainbow Vision,,,,SS-009,Extremely Rare,,A2600PAL,,,cf3c2725f736d4bcb84ad6f42de62a41,
Bermuda,Starsoft,,,,SS-009,Extremely Rare,,A2600PAL,,,bcef7880828a391cf6b50d5a6dcef719,
Bermuda Triangle,Data Age,,,1982,112-007,Rare,,A2600NTSC,,,b8ed78afdb1e6cfe44ef6e3428789d5f,
Berzerk,Atari,,,1982,CX2650,Common,,A2600NTSC,,,136f75c4dd02c29283752b7e5799f978,http://www.atariage.com/manual_html_page.html?SystemID=2600&SoftwareID=866&ItemTypeID=HTMLMANUAL
Berzerk,Atari,,,1982,CX2650,Common,,A2600PAL,,,0805366f1b165a64b6d4df20d2c39d25,http://www.atariage.com/manual_html_page.html?SystemID=2600&SoftwareID=866&ItemTypeID=HTMLMANUAL
Berzerk,Atari,,,,,,,A2600PAL,,,4b205ef73a5779acc5759bde3f6d33ed,http://www.atariage.com/manual_html_page.html?SystemID=2600&SoftwareID=866&ItemTypeID=HTMLMANUAL
Berzerk,Atari,,,,,,,A2600PAL,,,490e3cc59d82f85fae817cdf767ea7a0,http://www.atariage.com/manual_html_page.html?SystemID=2600&SoftwareID=866&ItemTypeID=HTMLMANUAL
Berzerk,CCE,,,,,,,A2600NTSC,,,fac28963307b6e85082ccd77c88325e7,http://www.atariage.com/manual_html_page.html?SystemID=2600&SoftwareID=866&ItemTypeID=HTMLMANUAL
Berzerk Voice Enhanced,,Dan Hitchens & Mike Mika,Hack,,,,,A2600NTSC,,,be41463cd918daef107d249f8cde3409,http://www.atariage.com/manual_html_page.html?SystemID=2600&SoftwareID=866&ItemTypeID=HTMLMANUAL
Better Space Invaders,,Rob Kudla,Hack,1999,,,,A2600NTSC,,,63a7445b1d3046d3cdcdbd488dca38d9,
Betterblast,Mattel,Fabrizio Zavagli,Hack,,,,,A2600NTSC,,,4d5f6db55f7f44fd0253258e810bde21,
Bi! Bi! (a.k.a. Ungeheuer der Tiefe),Starsoft,,,,SS-013,,,A2600PAL,,,1278f74ca1dfaa9122df3eca3c5bcaad,
Big - Move This Demo,,,,,,,,A2600NTSC,,,f714a223954c28eccf459295517dcae6,
Big - Move This Demo 2,,,,,,,,A2600NTSC,,,16cc6d1b4ddce51c767a1ba8e5ff196c,
Big Bird's Egg Catch,Atari,,,1983,CX26104,Rare,,A2600NTSC,Keypad,Keypad,1802cc46b879b229272501998c5de04f,
Big Bird's Egg Catch,Atari,,,1983,CX26104,Rare,,A2600PAL,Keypad,Keypad,f283cc294ece520c2badf9da20cfc025,
Billard,Starsoft,,,,,,,A2600PAL,,,93c9f9239a4e5c956663dd7affa70da2,
Bionic Breakthrough,Atari,,Prototype,,,,,A2600NTSC,Mindlink,Mindlink,f0541d2f7cda5ec7bab6d62b6128b823,
Black and White Fast Scolling Demo,,,,,,,,A2600NTSC,,,cbeafd37f15e0dddb0540dbe15c545a4,
Black Hole,Starsoft,,,,,,,A2600PAL,,,282a77841cb3d33af5b56151acba770e,
Blackjack,Atari,Bob Whitehead,,1977,CX2651,Rare,,A2600NTSC,Paddles,Paddles,0a981c03204ac2b278ba392674682560,http://www.atariage.com/manual_html_page.html?SoftwareID=869
Blackjack,Atari,Bob Whitehead,,1977,CX2651,Rare,,A2600NTSC,Paddles,Paddles,b2761efb8a11fc59b00a3b9d78022ad6,http://www.atariage.com/manual_html_page.html?SoftwareID=869
