Title,Manufacturer,Author,Qualifier,Year,ModelNo,Rarity,CartType,MachineType,LController,RController,MD5,HelpUri
Missile Control (a.k.a. Raketen-Angriff),Ariola,,,,,,,A2600PAL,,,0b577e63b0c64f9779f315dca8967587,
Missile War,Goliath,,,,,,,A2600PAL,,,317a4cdbab090dcc996833d07cb40165,
Missing in Action,TNT Games,Chuck Peavey,Prototype,1989,CX7890,,A78S9,A7800NTSC,,,d0f46bf92ed6e7b1cce63278420cae8a,http://www.atariage.com/software_page.html?SoftwareLabelID=2760
Missing in Action,TNT Games,Chuck Peavey,Prototype,1989,CX7890,,A78S9,A7800NTSC,,,017066f522908081ec3ee624f5e4a8aa,http://www.atariage.com/software_page.html?SoftwareLabelID=2760
Mission 3000 A.D.,Bitcorp,,,,PG207,Rare,,A2600PAL,,,6efe876168e2d45d4719b6a61355e5fe,
Mission Survive,,Thomas Jentzsch,Hack,,,,,A2600NTSC,,,b676a9b7094e0345a76ef027091d916b,
Mission Survive,Video Gems,,,,,,,A2600PAL,,,cf9069f92a43f719974ee712c50cd932,
Misterious Thief - A,CCE,,,,C-839,Extremely Rare,,A2600NTSC,,,e13818a5c0cb2f84dd84368070e9f099,
Moby Blues,Ataritalia,,Hack,,,,,A2600NTSC,,,63e9e612bbee31045f8d184a4e53f8ec,
Mogul Maniac,Amiga,,,,3120,Extremely Rare,,A2600NTSC,,,7af40c1485ce9f29b1a7b069a2eb04a7,
Mondo Pong,,,Homebrew,,,,,A2600NTSC,Paddles,Paddles,1f60e48ad98b659a05ce0c1a8e999ad9,
Mondo Pong V1,,Piero Cavina,Homebrew,,,,,A2600NTSC,Paddles,Paddles,6bde3f6ac31aceef447ce57d4d2c2ec0,
Monster aus dem All,Rainbow Vision,,,1983,,,,A2600PAL,,,c31a17942d162b80962cb1f7571cd1d5,
Monstercise,,,Prototype,,CX26131,,,A2600NTSC,Keypad,Keypad,6913c90002636c1487538d4004f7cac2,
Montezuma's Revenge - Starring Panama Joe,Parker Bros,,,1983,PB5760,Extremely Rare,PB8K,A2600NTSC,,,3347a6dd59049b15a38394aa2dafa585,
Montezuma's Revenge - Starring Panama Joe,Parker Bros,Thomas Jentzsch,Hack,1983,,,PB8K,A2600PAL,,,9f59eddf9ba91a7d93bce7ee4b7693bc,
Moon Cresta,,Bob DeCrescenzo,Homebrew,2011,,,A7832,A7800NTSC,,,9ff38ea62004201d870caa8bd9463525,
Moon Patrol,Atari,,,1983,CX2692,Uncommon,A8K,A2600NTSC,,,515046e3061b7b18aa3a551c3ae12673,
Moon Patrol,Atari,,,1983,CX2692,Uncommon,A8K,A2600PAL,,,65490d61922f3e3883ee1d583ce10855,
Moon Patrol,CCE,,,,,,,A2600NTSC,,,6de924c2297c8733524952448d54a33c,
Moonsweeper,Imagic,Bob Smith,,1983,O3207,Uncommon,,A2600NTSC,,,203abb713c00b0884206dcc656caa48f,
Moonsweeper,Imagic,Bob Smith,,1983,O3207,Uncommon,,A2600NTSC,,,7db7c5fd8d3f53127a4bb0092c91d983,
Moonsweeper,Imagic,Bob Smith,,1983,O3207,Uncommon,,A2600PAL,,,4af4103759d603c82b1c9c5acd2d8faf,
Moto Laser,CCE,,,,,,,A2600NTSC,,,eb503cc64c3560cd78b7051188b7ba56,
Motocross,Starsoft,,,,,Rare,,A2600PAL,,,a20b7abbcdf90fbc29ac0fafa195bd12,
Motocross,Starsoft,,,,,Rare,,A2600PAL,,,f5a2f6efa33a3e5541bc680e9dc31d5b,
Motocross,Starsoft,,,,,Rare,,A2600PAL,,,5635cd67fb680424254ec156c42deee0,
Motocross Racer,Xonox,,,,,Rare,,A2600NTSC,,,de0173ed6be9de6fd049803811e5f1a8,
Motocross Racer - Joystick,Xonox,,,,,Rare,,A2600NTSC,,,5641c0ff707630d2dd829b26a9f2e98f,
Motor Psycho,Atari,,,1990,CX7852,Rare,A78SG,A7800NTSC,,,3bc8f554cf86f8132a623cc2201a564b,http://www.atariage.com/manual_thumbs.html?SoftwareID=2171
Motor Psycho,Atari,,,1990,CX7852,Rare,A78SG,A7800PAL,,,5330bfe428a6b601b7e76c2cfc4cd049,http://www.atariage.com/manual_thumbs.html?SoftwareID=2171
Motorodeo,Atari,,,1990,CX26171,Unbelievably Rare,,A2600PAL,,,b1e2d5dc1353af6d56cd2fe7cfe75254,
Mountain King,CBS Electronics,,,,4L-2738,Rare,CBS12K,A2600NTSC,,,7e51a58de2c0db7d33715f518893b0db,
Mountain Man (a.k.a. Winterjagt),ITT Family Games,,,,,,,A2600PAL,,,6c1553ca90b413bf762dfc65f2b881c7,
Mouse Trap,CBS Electronics,,,,2459,Uncommon,,A2600PAL,,,23d445ea19a18fb78d5035878d9fb649,
Mouse Trap,Coleco,,,,2459,Uncommon,,A2600NTSC,,,5678ebaa09ca3b699516dba4671643ed,
Movable Grid Demo,,,,,,,,A2600NTSC,,,24fbf8250a71611e40ef18552e61b009,
Move a Blue Blob Demo,,,,,,,,A2600NTSC,,,6342afe9c9ad1b6120b8f6fb040d0926,
Move a Blue Blob Demo 2,,,,,,,,A2600NTSC,,,f69a39b215852a0c2764d2a923c1e463,
Moving Blue Ladder Demo,,,,,,,,A2600NTSC,,,140909d204abd6841c64cdad4d7765b4,
Moving Maze Demo,,,,,,,,A2600NTSC,,,703d32062436e4c20c48313dff30e257,
Mr. Do!,CBS Electronics,,,1983,2656,Rare,,A2600NTSC,,,0164f26f6b38a34208cd4a2d0212afc3,
Mr. Do!,CBS Electronics,,,1983,2656,Rare,,A2600PAL,,,aa7bb54d2c189a31bb1fa20099e42859,
Mr. Do!'s Castle,Parker Bros,,,1983,2695/PB5820,Extremely Rare,PB8K,A2600NTSC,,,b7a7e34e304e4b7bc565ec01ba33ea27,
Mr. Postman,,,,,PG209,Rare,,A2600NTSC,,,f0daaa966199ef2b49403e9a29d12c50,
Mr. Postman,Bitcorp,,,1983,,,,A2600PAL,,,603c7a0d12c935df5810f400f3971b67,
Mr. Postman,CCE,,,,C-801,Extremely Rare,,A2600NTSC,,,9a4274409216ff09ecde799f2a56ac73,
Mr. Roboto,Paul Slocum,,Homebrew,,,,,A2600NTSC,,,cff9950d4e650094f65f40d179a9882d,
Mr. T (a.k.a. Fast Eddie),Starsoft,,,,11003,Uncommon,,A2600PAL,,,a1f9159121142d42e63e6fb807d337aa,
Ms. Pac-Man,Atari,,,1982,CX2675,Common,A8K,A2600NTSC,,,87e79cd41ce136fd4f72cc6e2c161bee,
Ms. Pac-Man,Atari,,,1982,CX2675,Common,A8K,A2600PAL,,,1ee9c1ba95cef2cf987d63f176c54ac3,
Ms. Pac-Man,Atari,,,1987,CX7807,Common,,A7800NTSC,,,fc0ea52a9fac557251b65ee680d951e5,http://www.atariage.com/manual_thumbs.html?SoftwareID=2142
Ms. Pac-Man,Atari,,,1987,CX7807,Common,,A7800PAL,,,56469e8c5ff8983c6cb8dadc64eb0363,http://www.atariage.com/manual_thumbs.html?SoftwareID=2142
Ms. Pac-Man,CCE,,,1982,,,A8K,A2600NTSC,,,9469d18238345d87768e8965f9f4a6b2,
Multi Sprite Demo 1,,,,,,,,A2600NTSC,,,25f9cf703575c5d63048c222f5463758,
Multi-Color Demo 0,,,,,,,,A2600NTSC,,,079fe9103515d15bc108577e234a484d,
Multi-Color Demo 1,,,,,,,,A2600PAL,,,4afe528a082f0d008e7319ebd481248d,
Multi-Color Demo 2,,,,,,,,A2600NTSC,,,191449e40b0c56411c70772706f79224,
Multi-Color Demo 3,,,,,,,,A2600NTSC,,,ae18c11e4d7ed2437f0bf5d167c0e96c,
Multi-Color Demo 4,,,,,,,,A2600NTSC,,,c28b29764c2338b0cf95537cc9aad8c9,
Multi-Color Demo 5,,,,,,,,A2600NTSC,,,d34b933660e29c0a0a04004f15d7e160,
Multi-Color Demo 6,,,,,,,,A2600NTSC,,,14163eb2a3ddd35576bd8527eae3b45e,
Multi-Color Demo 7,,,,,,,,A2600NTSC,,,b1fd0b71de9f6eeb5143a97963674cb6,
Multi-Sprite Demo,,,,,,,,A2600NTSC,,,42ae81ae8ac51e5c238639f9f77d91ae,
Multi-Sprite Demo V1.1,,Piero Cavina,Homebrew,,,,,A2600NTSC,,,17515a4d0b7ea5029ffff7dfa8456671,
Multi-Sprite Demo V2.0,,Piero Cavina,Homebrew,,,,,A2600NTSC,,,ef71e9fb0d8d477226d8d42261fbf0a7,
Multi-Sprite Game V1.0,,Piero Cavina,Homebrew,,,,,A2600NTSC,,,b958d5fd9574c5cf9ece4b9421c28ecd,
Multi-Sprite Game V2.1,,Piero Cavina,Homebrew,,,,,A2600NTSC,,,7197b6cbde6ecd10376155e6b848e80d,
Muncher,,David Marli,Hack,,,,,A2600NTSC,,,a100eff2d7ae61ca2b8e65baf7e2aae8,
Music Machine,Sparrow,,,1983,GCG 1001T,Unbelievably Rare,,A2600NTSC,Paddles,Paddles,65b106eba3e45f3dab72ea907f39f8b4,
My Golf,,,,,,,,A2600PAL,,,dfad86dd85a11c80259f3ddb6151f48f,
My Golf,CCE,,,,,,,A2600NTSC,,,ee6cbedf6c0aac90faa0a8dbc093ffbe,
My Golf,HES,Thomas Jentzsch,Hack,,,,,A2600NTSC,,,0546f4e6b946f38956799dd00caab3b1,
My Golf,HES,,,1990,,,,A2600PAL,,,04fccc7735155a6c1373d453b110c640,
Mystery Science Theater 2600,,Tim Snider,Hack,,,,,A2600NTSC,,,fa7e11a3dbea4365975cd2f094e61d25,
Name That Game (a.k.a. Octopus),US Games,,,,,,,A2600PAL,,,b392964e8b1c9c2bed12246f228011b2,
Name This Game (a.k.a. Octopus),US Games,,,1982,VC 1007,Extremely Rare,,A2600PAL,,,45cb0f41774b78def53331e4c3bf3362,
Night Driver,Atari,Rob Fulop,,1978,CX2633,Common,,A2600NTSC,Paddles,Paddles,392f00fd1a074a3c15bc96b0a57d52a1,
Night Driver,Atari,Rob Fulop,,1978,CX2633,Common,,A2600NTSC,Paddles,Paddles,f48022230bb774a7f22184b48a3385af,
Night Driver,Atari,Rob Fulop,,1978,CX2633,Common,,A2600PAL,Paddles,Paddles,feec54aac911887940b47fe8c9f80b11,
Night Stalker,Telegames,,,,,Rare,,A2600PAL,,,bd39598f067a1193ae81bd6182e756d1,
Night Stalker,Telegames,,,,,Rare,,A2600PAL,,,2783006ee6519f15cbc96adae031c9a9,
Nightmare,,,,,TEC004/105,Rare,,A2600NTSC,,,ed0ab909cf7b30aff6fc28c3a4660b8e,
Nightmare,CCE,,,,,,,A2600NTSC,,,27f9e2e1b92af9dc17c6155605c38e49,
Nightmare,Sancho,,,,TEC004,Extremely Rare,,A2600PAL,,,ead60451c28635b55ca8fea198444e16,
Ninja Golf,Atari,David Dentt & David Sullivan,,1990,CX7870,Scarce,A78SG,A7800NTSC,,,220121f771fc4b98cef97dc040e8d378,http://www.atariage.com/manual_thumbs.html?SoftwareID=2143
Ninja Golf,Atari,David Dentt,,1990,CX7870,Scarce,A78SG,A7800PAL,,,ea0c859aa54fe5eaf4c1f327fab06221,http://www.atariage.com/manual_thumbs.html?SoftwareID=2143
No Escape!,Imagic,Michael Greene,,1983,IA3312,Rare,,A2600NTSC,,,b6d52a0cf53ad4216feb04147301f87d,
No Escape!,Imagic,Michael Greene,,1983,IA3312,Rare,,A2600NTSC,,,9912d06eea42200a198dd3e2be18c601,
No Escape!,Imagic,Michael Greene,,1983,IA3312,Rare,,A2600PAL,,,d8df256c0d89e494a9fb3e9abb8e44ac,
NOIZ Invaders (SPIKE the Percussionist),SPIKE the Percussionist,,Homebrew,,,,,A2600NTSC,,,c58708c09ccb61625cda9d15ddcd8be6,
Noize Maker Demo,,,,,,,,A2600NTSC,,,637efac676ff063f2fbb0abff77c4fa5,
Nuts,Technovision,,,,,Extremely Rare,,A2600NTSC,,,de7a64108074098ba333cc0c70eef18a,
Obelix,Atari,Thomas Jentzsch,Hack,,,,,A2600NTSC,,,a189f280521f4e5224d345efb4e75506,
Obelix,Atari,,,,CX26117,Extremely Rare,,A2600PAL,,,669840b0411bfbab5c05b786947d55d4,
Obelix,Atari,,,,CX26117,Extremely Rare,,A2600PAL,,,19e739c2764a5ab9ed08f9095aa2af0b,
Ocean City Defender,Zellers,,,,,Extremely Rare,,A2600NTSC,,,4cabc895ea546022c2ecaa5129036634,
Octopus (a.k.a. Name That Game),Carrere Video,,,,VC 1007,Extremely Rare,,A2600PAL,,,36306070f0c90a72461551a7a4f3a209,
Off the Wall,Atari,,,1989,,,,A2600PAL,,,36edef446ab4c2395666efc672b92ed0,
Off the Wall,Atari,,,1989,CX26168,Extremely Rare,,A2600PAL,,,131864e1d18d3406048700d3c0760417,
Off the Wall,Atari,,,1989,CX26168,Extremely Rare,,A2600PAL,,,98f63949e656ff309cefa672146dc1b8,
Off Your Rocker,Amiga,,,,3130,Extremely Rare,,A2600NTSC,,,b6166f15720fdf192932f1f76df5b65d,
Oink!,Activision,Mike Lorenzen,,1983,AX-023,Rare,,A2600NTSC,,,c9c25fc536de9a7cdc5b9a916c459110,
Oink!,Activision,Mike Lorenzen,,1983,AX-023,Rare,,A2600NTSC,,,3da7cc7049d73d34920bb73817bd05a9,
Oink!,Activision,Mike Lorenzen,,1983,AX-023,Rare,,A2600PAL,,,06b6c5031b8353f3a424a5b86b8fe409,
Oink!,Activision,Mike Lorenzen,,1983,,,,A2600PAL,,,853c11c4d07050c22ef3e0721533e0c5,
Oink!,CCE,Mike Lorenzen,,,,,,A2600NTSC,,,f8648d0c6ad1266434f6c485ff69ec40,
Okie Dokie,,,Homebrew,,,,,A2600NTSC,,,cca33ae30a58f39e3fc5d80f94dc0362,
Okie Dokie (4K),,,Homebrew,,,,,A2600PAL,,,8101efafcf0af32fedda4579c941e6f4,
Okie Dokie (Older),,,Homebrew,,,,,A2600NTSC,,,ce4bbe11d682c15a490ae15a4a8716cf,
Omega Race,CBS Electronics,,,,4L-2737,Uncommon,CBS12K,A2600NTSC,BoosterGrip,BoosterGrip,9947f1ebabb56fd075a96c6d37351efa,
Omega Race,CBS Electronics,,,,4L-2737,Uncommon,CBS12K,A2600NTSC,BoosterGrip,BoosterGrip,885b2002fa9d27502d84968d4656c4ca,
Omega Race JS,CBS Electronics, Thomas Jentzsch ,Hack,,,,CBS12K,A2600NTSC,,,3b6dba1a24bb2893bd3bd0593f92016b,
One Blue Bar Demo,,,,,,,,A2600NTSC,,,61426cee013306e7f7367534ab124747,
One on One,,Angelino,Hack,,,,,A2600NTSC,,,b83df1f32b4539c324bdf94851b4db55,
One on One Basketball,Atari,,,1987,CX7824,Common,,A7800NTSC,,,74569571a208f8b0b1ccfb22d7c914e1,http://www.atariage.com/manual_thumbs.html?SoftwareID=2144
One on One Basketball,Atari,,,1987,CX7824,Common,,A7800PAL,,,8dba0425f0262e5704581d8757a1a6e3,http://www.atariage.com/manual_thumbs.html?SoftwareID=2144
Oscar's Trash Race,,,Prototype,,CX26101,,,A2600NTSC,Keypad,Keypad,fa1b060fd8e0bca0c2a097dcffce93d3,
Oscar's Trash Race,Atari,,,,CX26101,Rare,,A2600PAL,Keypad,Keypad,47911752bf113a2496dbb66c70c9e70c,
Othello,Atari,Ed Logg,,1978,CX2639,Rare,,A2600NTSC,,,113cd09c9771ac278544b7e90efe7df2,
Othello,Atari,Ed Logg,,1978,CX2639,Rare,,A2600NTSC,,,55949cb7884f9db0f8dfcf8707c7e5cb,
Othello,Atari,Ed Logg,,1978,CX2639,Rare,,A2600NTSC,,,2c3b9c171e214e9e46bbaa12bdf8977e,
Othello,Atari,Ed Logg,,1978,CX2639,Rare,,A2600PAL,,,00e19ebf9d0817ccfb057e262be1e5af,
Othello,Atari,Ed Logg,,1978,,,,A2600PAL,,,7d9c96b215d1941e87b6fb412eb9204f,
Othello (32-in-1),Atari,Ed Logg,,1978,,,,A2600PAL,,,6468d744be9984f2a39ca9285443a2b2,
Out of Control,Avalon Hill,,,,,Rare,,A2600NTSC,,,f97dee1aa2629911f30f225ca31789d4,
Outlaw - GunSlinger,Atari,David Crane,,1978,CX2605,Uncommon,,A2600NTSC,,,890c13590e0d8d5d6149737d930e4d95,
Outlaw - GunSlinger,Atari,David Crane,,1978,CX2605,Uncommon,,A2600NTSC,,,f060826626aac9e0d8cda0282f4b7fc3,
Outlaw - GunSlinger,Atari,David Crane,,1978,CX2605,Uncommon,,A2600PAL,,,22675cacd9b71dea21800cbf8597f000,
Outlaw (32-in-1),Atari,David Crane,,,,,,A2600PAL,,,2e3728f3086dc3e71047ffd6b2d9f015,
Overhead Adventure Demo 1,,,,,,,,A2600NTSC,,,1ec5bef77b91e59313cba205f15b06d7,
Overhead Adventure Demo 2,,,,,,,,A2600NTSC,,,4066d7d88ec4a2c656127a67fa52dcf1,
Overhead Adventure Demo 3,,,,,,,,A2600NTSC,,,3c7a96978f52b2b15426cdd50f2c4048,
Overhead Adventure Demo 4,,,,,,,,A2600NTSC,,,0cfdd2f3b243cac21f38a0f09f54bead,
Overhead Adventure Demo 5,,,,,,,,A2600NTSC,,,d5aa7472e7f2cc17e893a1a36f8dadf0,
Overhead Adventure Demo 6,,,,,,,,A2600NTSC,,,f45644ff82b533a781a1ee50f2e95f3c,
Oystron (V2.7),,,Homebrew,,,,,A2600NTSC,,,26f4f8b098609164effef7809e0121e1,http://www.io.com/~nickb/atari/oystron.html
Oystron (V2.8),,,Homebrew,,,,,A2600NTSC,,,e6508b878145187b87b9cded097293e7,http://www.io.com/~nickb/atari/oystron.html
Oystron (V2.82),,,Homebrew,,,,,A2600NTSC,,,70d14c66c319683b4c19abbe0e3db57c,http://www.io.com/~nickb/atari/oystron.html
Oystron (V2.85),,,Homebrew,,,,,A2600NTSC,,,5360693f1eb90856176bd1c0a7b17432,http://www.io.com/~nickb/atari/oystron.html
Oystron (V2.9),,,Homebrew,1997,,,,A2600NTSC,,,91f0a708eeb93c133e9672ad2c8e0429,http://www.io.com/~nickb/atari/oystron.html
Oystron X,,,Homebrew,,,,,A2600NTSC,,,aa2c4b32656bde9a75042a4d158583e1,http://www.io.com/~nickb/atari/oystron.html
PacArcade,,,Homebrew,2011,,,A7816,A7800NTSC,,,90223a8a363bdf643a19d0f97e63b1b2,
Pac Ghost Sprite Demo,,,,,,,,A2600NTSC,,,d0498baca989e792db4b8270a02b9624,
Pac Ghost Sprite Demo 2,,,,,,,,A2600NTSC,,,bd430c2193045c68d1a20a018a976248,
Pac Invaders,ZUT,,,,,,,A2600NTSC,,,f9da42f91a1c5cfa344d2ff440c6f8d4,
Pac Kong,,,,,,Extremely Rare,,A2600PAL,,,936ef1d6f8a57b9ff575dc195ee36b80,
Pac Kong,Funvision,,,,,Extremely Rare,,A2600PAL,,,88d300a38bdd7cab9edad271c18cd02b,
Pac Kong,Goliath,,,,,,,A2600PAL,,,f14d5e96ec3380aef57a4b70132c6677,
Pac Kong,Starsoft,,,,,,,A2600PAL,,,d223bc6f13358642f02ddacfaf4a90c9,
Pac-2600,,,Hack,,,,,A2600NTSC,,,ebf9038e927e6a0db3e0d170c59911e6,
Pac-Law,,Jim Goebel,Hack,,,,,A2600NTSC,,,a4b99aa5ed85cfdb7d101923147de035,
Pac-Man,,Rob Kudla,Hack,,,,,A2600NTSC,,,aeb104f1e7b166bc0cbaca0a968fde51,http://www.atariage.com/manual_thumbs.html?SoftwareID=1193
Pac-Man,Atari,Tod Frye,,1981,CX2646,Common,,A2600NTSC,,,6e372f076fb9586aff416144f5cfe1cb,http://www.atariage.com/manual_thumbs.html?SoftwareID=1193
Pac-Man,Atari,Tod Frye,,,CX2646,Common,,A2600PAL,,,fc2233fc116faef0d3c31541717ca2db,http://www.atariage.com/manual_thumbs.html?SoftwareID=1193
Pac-Man,Atari,Tod Frye,,,CX2646,Common,,A2600PAL,,,c2410d03820e0ff0a449fa6170f51211,http://www.atariage.com/manual_thumbs.html?SoftwareID=1193
Pac-Man,CCE,Tod Frye,,,,,,A2600NTSC,,,ca53fc8fd8b3c4a7df89ac86b222eba0,http://www.atariage.com/manual_thumbs.html?SoftwareID=1193
Pac-Man,CCE,Tod Frye,,,,,,A2600PAL,,,651d2b6743a3a18b426bce2c881af212,http://www.atariage.com/manual_thumbs.html?SoftwareID=1193
Pac-Man Collection,,Bob DeCrescenzo,Homebrew,2006,,,,A7800NTSC,,,5d7bc7092de69095137456733e7b685d,http://www.atariage.com/software_page.html?SoftwareID=4086
Pac-Space,,,,,,,,A2600NTSC,,,c569e57dca93d3bee115a49923057fd7,
Panda Chase,HomeVision,,,,,Extremely Rare,,A2600NTSC,,,f8582bc6ca7046adb8e18164e8cecdbc,
Parachute,HomeVision,Thomas Jentzsch,Hack,,,,,A2600NTSC,,,245f07c8603077a0caf5f83ee6cf8b43,
Parachute,HomeVision,,,,,Extremely Rare,,A2600PAL,,,714e13c08508ee9a7785ceac908ae831,
PC Invaders,,Matthias Jaap,Hack,,,,,A2600NTSC,,,6ac3fd31a51730358708c7fdc62487f8,
PCMSG 2.0,,,,,,,,A2600NTSC,,,59135f13985b84c4f13cc9e55eec869a,http://www.io.com/~nickb/atari/oystron.html
PCMSG 2.2,,,,,,,,A2600NTSC,,,585600522b1f22f617652c962e358a5d,http://www.io.com/~nickb/atari/oystron.html
PCMSG 2.3,,,,,,,,A2600NTSC,,,e609e8a007127b8fcff79ffc380da6b1,http://www.io.com/~nickb/atari/oystron.html
PCMSG 2.4,,,,,,,,A2600NTSC,,,50ef88f9a5e0e1e6b86e175362a27fdb,http://www.io.com/~nickb/atari/oystron.html
PCMSG 2.5,,,,,,,,A2600NTSC,,,157356f80c709ab675961d8b8b207e20,http://www.io.com/~nickb/atari/oystron.html
PCMSG 2.6 (Oystron Pre-release demo),,,Homebrew,,,,,A2600NTSC,,,4689081b7363721858756fe781cc7713,http://www.io.com/~nickb/atari/oystron.html
Peek-A-Boo,,,Prototype,,CX26137,,,A2600NTSC,,,e40a818dac4dd851f3b4aafbe2f1e0c1,
Pengo,,,,,CX2690,Extremely Rare,A8K,A2600NTSC,,,4bcc7f6ba501a26ee785b7efbfb0fdc8,
Pengo (1 player only),,,,,CX2690,Extremely Rare,A8K,A2600NTSC,,,04014d563b094e79ac8974366f616308,
Pepsi Invaders,Coca Cola,,Prototype,,,,,A2600NTSC,,,212d0b200ed8b45d8795ad899734d7d7,
Pete Rose Baseball,Absolute,Alex DeMeo,,,AK-045,Rare,A16K,A2600NTSC,,,09388bf390cd9a86dc0849697b96c7dc,
Pete Rose Baseball,Absolute,Alex DeMeo,,1989,AV-045,Scarce,,A7800NTSC,,,1a5207870dec6fae9111cb747e20d8e3,http://www.atariage.com/manual_thumbs.html?SoftwareID=2172
Pete Rose Baseball,Absolute,,,1989,AV-045,Scarce,,A7800PAL,,,386bded4a944bae455fedf56206dd1dd,http://www.atariage.com/manual_thumbs.html?SoftwareID=2172
Peter Penguin,ITT,Jagt auf Diamanten-Frisco,,,,,,A2600PAL,,,cb4a7b507372c24f8b9390d22d54a918,
Phantom Panzer II,Starsoft,,,,,,,A2600PAL,,,08bd4c1dcc843f6a0b563d9fd80b3b11,
Phantom Tank,Bitcorp,,,,PG203,Rare,,A2600PAL,,,6b1fc959e28bd71aed7b89014574bdc2,
Phantom Tank,Bitcorp,,,,PG203,Rare,,A2600PAL,,,7454786af7126ccc7a0c31fcf5af40f1,
Phantom Tank,CCE,,,,,,,A2600PAL,,,5a9d188245aff829efde816fcade0b16,
Phantom UFO,,,,,,,,A2600PAL,,,4d38e1105c3a5f0b3119a805f261fcb5,
Pharaoh's Curse,TechnoVision,Thomas Jentzsch,Hack,,,,,A2600NTSC,,,2ae700c9dba843a68dfdca40d7d86bd6,
Pharaoh's Curse,TechnoVision,,,,,Extremely Rare,,A2600PAL,,,3577e19714921912685bb0e32ddf943c,
Pharaoh's Curse,TechnoVision,,,,,,,A2600PAL,,,a69f5b1761a8a11c98e706ec7204937f,
Pharoah's Curse,TechnoVision,,Hack,,,Extremely Rare,,A2600PAL,,,62f74a2736841191135514422b20382d,
Philly Flasher,Playaround,,,,,Extremely Rare,,A2600NTSC,,,ca54de69f7cdf4d7996e86f347129892,
Phoenix,Atari,,,1982,CX2673,Common,A8K,A2600NTSC,,,7e52a95074a66640fcfde124fffd491a,
Phoenix,Atari,,,,CX2673,Common,A8K,A2600PAL,,,79fcdee6d71f23f6cf3d01258236c3b9,
Phoenix,CCE,,,,,,A8K,A2600NTSC,,,a00ec89d22fcc0c1a85bb542ddcb1178,
Pick 'n Pile,Salu,,,1990,,Extremely Rare,,A2600PAL,,,da79aad11572c80a96e261e4ac6392d0,
Picnic,US Games,,,1982,VC 2004,Extremely Rare,,A2600NTSC,,,17c0a63f9a680e7a61beba81692d9297,
Piece o' Cake,US Games,,,1982,VC 2005,Extremely Rare,,A2600NTSC,Paddles,Paddles,d3423d7600879174c038f53e5ebbf9d3,
PIEROXM Demo,,,,,,,,A2600NTSC,,,9c7fa3cfcaaafb4e6daf1e2517d43d88,
Pigs in Space starring Miss Piggy,Atari,,,,CX26114,Extremely Rare,,A2600NTSC,,,8e4fa8c6ad8d8dce0db8c991c166cdaa,
Pigs in Space starring Miss Piggy,Atari,,,,CX26114,Extremely Rare,,A2600PAL,,,95e1d834c57cdd525dd0bd6048a57f7b,
Pink Floyd,,Kyle Pittman,Hack,,,,,A2600NTSC,,,dbc7485ad5814d466de780a3e7ed3b46,
Pitfall 2,Activision,David Crane,,1984,AB-035-04,Rare,DPC,A2600PAL,,,e34c236630c945089fcdef088c4b6e06,http://www.atariage.com/manual_thumbs.html?SoftwareID=1206
Pitfall 2 Plus,,,Hack,,,,DPC,A2600NTSC,,,39a6a5a2e1f6297cceaa48bb03af02e9,http://www.atariage.com/manual_thumbs.html?SoftwareID=1206
Pitfall II - Lost Caverns,Activision,David Crane,,1984,AB-035-04,Rare,DPC,A2600NTSC,,,6d842c96d5a01967be9680080dd5be54,http://www.atariage.com/manual_thumbs.html?SoftwareID=1206
Pitfall II - Lost Caverns,Activision,David Crane,,1984,AB-035-04,Rare,DPC,A2600NTSC,,,48eb1fcde4caf6a2dce059c98bd2e375,http://www.atariage.com/manual_thumbs.html?SoftwareID=1206
Pitfall II - Lost Caverns,Activision,David Crane,,1984,AB-035-04,Rare,DPC,A2600NTSC,,,f939780714db69dc69a80fbefe350e0d,http://www.atariage.com/manual_thumbs.html?SoftwareID=1206
Pitfall!,,,Hack,1985,,,,A2600NTSC,,,5bbab3f3e4b47e3e23f9820765dbb45c,http://www.atariage.com/manual_thumbs.html?SoftwareID=1207
Pitfall!,Activision,David Crane,,1982,AX-018,Common,,A2600NTSC,,,3e90cf23106f2e08b2781e41299de556,http://www.atariage.com/manual_thumbs.html?SoftwareID=1207
Pitfall!,Activision,David Crane,,1982,AX-018,Common,,A2600NTSC,,,6fd7c7057eeab273b29c7aafc7429a96,http://www.atariage.com/manual_thumbs.html?SoftwareID=1207
Pitfall!,Activision,David Crane,,1982,AB-035-04,Rare,,A2600PAL,,,791bc8aceb6b0f4d9990d6062b30adfa,http://www.atariage.com/manual_thumbs.html?SoftwareID=1207
Pitfall!,CCE,David Crane,,,AX-018,Common,,A2600NTSC,,,f73d2d0eff548e8fc66996f27acf2b4b,http://www.atariage.com/manual_thumbs.html?SoftwareID=1207
Pitfall! (Beta),Activision,David Crane,Prototype,1982,AX-018,,,A2600NTSC,,,aad91be0bf78d33d29758876d999848a,http://www.atariage.com/manual_thumbs.html?SoftwareID=1206
Pitfall! (No Walls),,,Hack,,,,,A2600NTSC,,,e42b937c30c617241ca9e01e4510c3f6,http://www.atariage.com/manual_thumbs.html?SoftwareID=1207
Pitfighter,Atari,,Prototype,1984,,,A78S4,A7800NTSC,,,05f43244465943ce819780a71a5b572a,
Pizza Chef,CCE,,,,,,,A2600NTSC,,,82efe7984783e23a7c55266a5125c68e,
